internal_id,category_name,proposal_id,proposal_title,proposal_summary,proposal_problem,proposal_solution,proposal_url,proposal_files_url,proposal_public_key,proposal_funds,proposal_impact_score,proposer_name,proposer_email,proposer_url,proposer_relevant_experience,chain_vote_options,chain_vote_type
59,Fund2 challenge,16444304,Test proposal 16444304,To test the proposal process 16444304,We haven't tested proposal integration yet 16444304,Test the proposal integration process 16444304,https://iohk.submittable.com/submissions/16444304,https://iohk.submittable.com/submissions/16444265/file/39,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000304,1.5,IOHK 16444304,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444304 - relevant experience,"blank,yes,no",public
60,Fund2 challenge,16444305,Test proposal 16444305,To test the proposal process 16444305,We haven't tested proposal integration yet 16444305,Test the proposal integration process 16444305,https://iohk.submittable.com/submissions/16444305,https://iohk.submittable.com/submissions/16444265/file/40,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000305,2.5,IOHK 16444305,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444305 - relevant experience,"blank,yes,no",public
61,Fund2 challenge,16444306,Test proposal 16444306,To test the proposal process 16444306,We haven't tested proposal integration yet 16444306,Test the proposal integration process 16444306,https://iohk.submittable.com/submissions/16444306,https://iohk.submittable.com/submissions/16444265/file/41,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000306,3.5,IOHK 16444306,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444306 - relevant experience,"blank,yes,no",public
62,Fund2 challenge,16444307,Test proposal 16444307,To test the proposal process 16444307,We haven't tested proposal integration yet 16444307,Test the proposal integration process 16444307,https://iohk.submittable.com/submissions/16444307,https://iohk.submittable.com/submissions/16444265/file/42,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000307,4.5,IOHK 16444307,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444307 - relevant experience,"blank,yes,no",public
63,Fund2 challenge,16444308,Test proposal 16444308,To test the proposal process 16444308,We haven't tested proposal integration yet 16444308,Test the proposal integration process 16444308,https://iohk.submittable.com/submissions/16444308,https://iohk.submittable.com/submissions/16444265/file/43,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000308,0.5,IOHK 16444308,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444308 - relevant experience,"blank,yes,no",public
64,Fund2 challenge,16444309,Test proposal 16444309,To test the proposal process 16444309,We haven't tested proposal integration yet 16444309,Test the proposal integration process 16444309,https://iohk.submittable.com/submissions/16444309,https://iohk.submittable.com/submissions/16444265/file/44,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000309,1.5,IOHK 16444309,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444309 - relevant experience,"blank,yes,no",public
65,Fund2 challenge,16444310,Test proposal 16444310,To test the proposal process 16444310,We haven't tested proposal integration yet 16444310,Test the proposal integration process 16444310,https://iohk.submittable.com/submissions/16444310,https://iohk.submittable.com/submissions/16444265/file/45,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000310,2.5,IOHK 16444310,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444310 - relevant experience,"blank,yes,no",public
66,Fund2 challenge,16444311,Test proposal 16444311,To test the proposal process 16444311,We haven't tested proposal integration yet 16444311,Test the proposal integration process 16444311,https://iohk.submittable.com/submissions/16444311,https://iohk.submittable.com/submissions/16444265/file/46,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000311,3.5,IOHK 16444311,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444311 - relevant experience,"blank,yes,no",public
67,Fund2 challenge,16444312,Test proposal 16444312,To test the proposal process 16444312,We haven't tested proposal integration yet 16444312,Test the proposal integration process 16444312,https://iohk.submittable.com/submissions/16444312,https://iohk.submittable.com/submissions/16444265/file/47,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000312,4.5,IOHK 16444312,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444312 - relevant experience,"blank,yes,no",public
68,Fund2 challenge,16444313,Test proposal 16444313,To test the proposal process 16444313,We haven't tested proposal integration yet 16444313,Test the proposal integration process 16444313,https://iohk.submittable.com/submissions/16444313,https://iohk.submittable.com/submissions/16444265/file/48,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000313,0.5,IOHK 16444313,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444313 - relevant experience,"blank,yes,no",public
69,Fund2 challenge,16444314,Test proposal 16444314,To test the proposal process 16444314,We haven't tested proposal integration yet 16444314,Test the proposal integration process 16444314,https://iohk.submittable.com/submissions/16444314,https://iohk.submittable.com/submissions/16444265/file/49,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000314,1.5,IOHK 16444314,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444314 - relevant experience,"blank,yes,no",public
70,Fund2 challenge,16444315,Test proposal 16444315,To test the proposal process 16444315,We haven't tested proposal integration yet 16444315,Test the proposal integration process 16444315,https://iohk.submittable.com/submissions/16444315,https://iohk.submittable.com/submissions/16444265/file/50,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000315,2.5,IOHK 16444315,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444315 - relevant experience,"blank,yes,no",public
71,Fund2 challenge,16444316,Test proposal 16444316,To test the proposal process 16444316,We haven't tested proposal integration yet 16444316,Test the proposal integration process 16444316,https://iohk.submittable.com/submissions/16444316,https://iohk.submittable.com/submissions/16444265/file/51,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000316,3.5,IOHK 16444316,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444316 - relevant experience,"blank,yes,no",public
72,Fund2 challenge,16444317,Test proposal 16444317,To test the proposal process 16444317,We haven't tested proposal integration yet 16444317,Test the proposal integration process 16444317,https://iohk.submittable.com/submissions/16444317,https://iohk.submittable.com/submissions/16444265/file/52,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000317,4.5,IOHK 16444317,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444317 - relevant experience,"blank,yes,no",public
73,Fund2 challenge,16444318,Test proposal 16444318,To test the proposal process 16444318,We haven't tested proposal integration yet 16444318,Test the proposal integration process 16444318,https://iohk.submittable.com/submissions/16444318,https://iohk.submittable.com/submissions/16444265/file/53,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000318,0.5,IOHK 16444318,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444318 - relevant experience,"blank,yes,no",public
74,Fund2 challenge,16444319,Test proposal 16444319,To test the proposal process 16444319,We haven't tested proposal integration yet 16444319,Test the proposal integration process 16444319,https://iohk.submittable.com/submissions/16444319,https://iohk.submittable.com/submissions/16444265/file/54,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000319,1.5,IOHK 16444319,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444319 - relevant experience,"blank,yes,no",public
75,Fund2 challenge,16444320,Test proposal 16444320,To test the proposal process 16444320,We haven't tested proposal integration yet 16444320,Test the proposal integration process 16444320,https://iohk.submittable.com/submissions/16444320,https://iohk.submittable.com/submissions/16444265/file/55,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000320,2.5,IOHK 16444320,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444320 - relevant experience,"blank,yes,no",public
76,Fund2 challenge,16444321,Test proposal 16444321,To test the proposal process 16444321,We haven't tested proposal integration yet 16444321,Test the proposal integration process 16444321,https://iohk.submittable.com/submissions/16444321,https://iohk.submittable.com/submissions/16444265/file/56,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000321,3.5,IOHK 16444321,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444321 - relevant experience,"blank,yes,no",public
77,Fund2 challenge,16444322,Test proposal 16444322,To test the proposal process 16444322,We haven't tested proposal integration yet 16444322,Test the proposal integration process 16444322,https://iohk.submittable.com/submissions/16444322,https://iohk.submittable.com/submissions/16444265/file/57,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000322,4.5,IOHK 16444322,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444322 - relevant experience,"blank,yes,no",public
78,Fund2 challenge,16444323,Test proposal 16444323,To test the proposal process 16444323,We haven't tested proposal integration yet 16444323,Test the proposal integration process 16444323,https://iohk.submittable.com/submissions/16444323,https://iohk.submittable.com/submissions/16444265/file/58,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000323,1.5,IOHK 16444323,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444323 - relevant experience,"blank,yes,no",public
79,Fund2 challenge,16444324,Test proposal 16444324,To test the proposal process 16444324,We haven't tested proposal integration yet 16444324,Test the proposal integration process 16444324,https://iohk.submittable.com/submissions/16444324,https://iohk.submittable.com/submissions/16444265/file/59,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000324,2.5,IOHK 16444324,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444324 - relevant experience,"blank,yes,no",public
80,Fund2 challenge,16444325,Test proposal 16444325,To test the proposal process 16444325,We haven't tested proposal integration yet 16444325,Test the proposal integration process 16444325,https://iohk.submittable.com/submissions/16444325,https://iohk.submittable.com/submissions/16444265/file/60,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000325,3.5,IOHK 16444325,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444325 - relevant experience,"blank,yes,no",public
81,Fund2 challenge,16444326,Test proposal 16444326,To test the proposal process 16444326,We haven't tested proposal integration yet 16444326,Test the proposal integration process 16444326,https://iohk.submittable.com/submissions/16444326,https://iohk.submittable.com/submissions/16444265/file/61,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000326,4.5,IOHK 16444326,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444326 - relevant experience,"blank,yes,no",public
82,Fund2 challenge,16444327,Test proposal 16444327,To test the proposal process 16444327,We haven't tested proposal integration yet 16444327,Test the proposal integration process 16444327,https://iohk.submittable.com/submissions/16444327,https://iohk.submittable.com/submissions/16444265/file/62,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000327,0.5,IOHK 16444327,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444327 - relevant experience,"blank,yes,no",public
83,Fund2 challenge,16444328,Test proposal 16444328,To test the proposal process 16444328,We haven't tested proposal integration yet 16444328,Test the proposal integration process 16444328,https://iohk.submittable.com/submissions/16444328,https://iohk.submittable.com/submissions/16444265/file/63,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000328,1.5,IOHK 16444328,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444328 - relevant experience,"blank,yes,no",public
84,Fund2 challenge,16444329,Test proposal 16444329,To test the proposal process 16444329,We haven't tested proposal integration yet 16444329,Test the proposal integration process 16444329,https://iohk.submittable.com/submissions/16444329,https://iohk.submittable.com/submissions/16444265/file/64,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000329,2.5,IOHK 16444329,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444329 - relevant experience,"blank,yes,no",public
85,Fund2 challenge,16444330,Test proposal 16444330,To test the proposal process 16444330,We haven't tested proposal integration yet 16444330,Test the proposal integration process 16444330,https://iohk.submittable.com/submissions/16444330,https://iohk.submittable.com/submissions/16444265/file/65,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000330,3.5,IOHK 16444330,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444330 - relevant experience,"blank,yes,no",public
86,Fund2 challenge,16444331,Test proposal 16444331,To test the proposal process 16444331,We haven't tested proposal integration yet 16444331,Test the proposal integration process 16444331,https://iohk.submittable.com/submissions/16444331,https://iohk.submittable.com/submissions/16444265/file/66,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000331,4.5,IOHK 16444331,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444331 - relevant experience,"blank,yes,no",public
87,Fund2 challenge,16444332,Test proposal 16444332,To test the proposal process 16444332,We haven't tested proposal integration yet 16444332,Test the proposal integration process 16444332,https://iohk.submittable.com/submissions/16444332,https://iohk.submittable.com/submissions/16444265/file/67,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000332,0.5,IOHK 16444332,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444332 - relevant experience,"blank,yes,no",public
88,Fund2 challenge,16444333,Test proposal 16444333,To test the proposal process 16444333,We haven't tested proposal integration yet 16444333,Test the proposal integration process 16444333,https://iohk.submittable.com/submissions/16444333,https://iohk.submittable.com/submissions/16444265/file/68,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000333,1.5,IOHK 16444333,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444333 - relevant experience,"blank,yes,no",public
89,Fund2 challenge,16444334,Test proposal 16444334,To test the proposal process 16444334,We haven't tested proposal integration yet 16444334,Test the proposal integration process 16444334,https://iohk.submittable.com/submissions/16444334,https://iohk.submittable.com/submissions/16444265/file/69,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000334,2.5,IOHK 16444334,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444334 - relevant experience,"blank,yes,no",public
90,Fund2 challenge,16444335,Test proposal 16444335,To test the proposal process 16444335,We haven't tested proposal integration yet 16444335,Test the proposal integration process 16444335,https://iohk.submittable.com/submissions/16444335,https://iohk.submittable.com/submissions/16444265/file/70,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000335,3.5,IOHK 16444335,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444335 - relevant experience,"blank,yes,no",public
91,Fund2 challenge,16444336,Test proposal 16444336,To test the proposal process 16444336,We haven't tested proposal integration yet 16444336,Test the proposal integration process 16444336,https://iohk.submittable.com/submissions/16444336,https://iohk.submittable.com/submissions/16444265/file/71,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000336,4.5,IOHK 16444336,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444336 - relevant experience,"blank,yes,no",public
92,Fund2 challenge,16444337,Test proposal 16444337,To test the proposal process 16444337,We haven't tested proposal integration yet 16444337,Test the proposal integration process 16444337,https://iohk.submittable.com/submissions/16444337,https://iohk.submittable.com/submissions/16444265/file/72,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000337,0.5,IOHK 16444337,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444337 - relevant experience,"blank,yes,no",public
93,Fund2 challenge,16444338,Test proposal 16444338,To test the proposal process 16444338,We haven't tested proposal integration yet 16444338,Test the proposal integration process 16444338,https://iohk.submittable.com/submissions/16444338,https://iohk.submittable.com/submissions/16444265/file/73,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000338,1.5,IOHK 16444338,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444338 - relevant experience,"blank,yes,no",public
94,Fund2 challenge,16444339,Test proposal 16444339,To test the proposal process 16444339,We haven't tested proposal integration yet 16444339,Test the proposal integration process 16444339,https://iohk.submittable.com/submissions/16444339,https://iohk.submittable.com/submissions/16444265/file/74,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000339,2.5,IOHK 16444339,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444339 - relevant experience,"blank,yes,no",public
95,Fund2 challenge,16444340,Test proposal 16444340,To test the proposal process 16444340,We haven't tested proposal integration yet 16444340,Test the proposal integration process 16444340,https://iohk.submittable.com/submissions/16444340,https://iohk.submittable.com/submissions/16444265/file/75,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000340,3.5,IOHK 16444340,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444340 - relevant experience,"blank,yes,no",public
96,Fund2 challenge,16444341,Test proposal 16444341,To test the proposal process 16444341,We haven't tested proposal integration yet 16444341,Test the proposal integration process 16444341,https://iohk.submittable.com/submissions/16444341,https://iohk.submittable.com/submissions/16444265/file/76,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000341,4.5,IOHK 16444341,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444341 - relevant experience,"blank,yes,no",public
97,Fund2 challenge,16444342,Test proposal 16444342,To test the proposal process 16444342,We haven't tested proposal integration yet 16444342,Test the proposal integration process 16444342,https://iohk.submittable.com/submissions/16444342,https://iohk.submittable.com/submissions/16444265/file/77,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000342,1.5,IOHK 16444342,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444342 - relevant experience,"blank,yes,no",public
98,Fund2 challenge,16444343,Test proposal 16444343,To test the proposal process 16444343,We haven't tested proposal integration yet 16444343,Test the proposal integration process 16444343,https://iohk.submittable.com/submissions/16444343,https://iohk.submittable.com/submissions/16444265/file/78,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000343,2.5,IOHK 16444343,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444343 - relevant experience,"blank,yes,no",public
99,Fund2 challenge,16444344,Test proposal 16444344,To test the proposal process 16444344,We haven't tested proposal integration yet 16444344,Test the proposal integration process 16444344,https://iohk.submittable.com/submissions/16444344,https://iohk.submittable.com/submissions/16444265/file/79,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000344,3.5,IOHK 16444344,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444344 - relevant experience,"blank,yes,no",public
100,Fund2 challenge,16444345,Test proposal 16444345,To test the proposal process 16444345,We haven't tested proposal integration yet 16444345,Test the proposal integration process 16444345,https://iohk.submittable.com/submissions/16444345,https://iohk.submittable.com/submissions/16444265/file/80,Ae2tdPwUPEYwrazXRJVK4NgHSZCjP9kLSMrx2awgYiBH61zT8kz6u33Sije,1000345,4.5,IOHK 16444345,iohk_16444265@iohk.io,https://iohk.io,IOHK 16444345 - relevant experience,"blank,yes,no",public
